scene_id	source_side	planet_date	year_month	planet_path	reason	available_stage_count	available_stages	available_candidate_count	best_candidate_date	best_candidate_day_diff
lower__20201113_164819_17_227c_3B_AnalyticMS_SR_8b_clip	lower	2020-11-13	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_b0121492-7902-41de-9b36-dc9af277c715/b0121492-7902-41de-9b36-dc9af277c715/PSScene/20201113_164819_17_227c_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	1	2020-11-11	2
lower__20201115_161012_33_2233_3B_AnalyticMS_SR_8b_clip	lower	2020-11-15	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_b0121492-7902-41de-9b36-dc9af277c715/b0121492-7902-41de-9b36-dc9af277c715/PSScene/20201115_161012_33_2233_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	2	2020-11-14	1
lower__20201115_165256_28_241c_3B_AnalyticMS_SR_8b_clip	lower	2020-11-15	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201115_165256_28_241c_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	1	2020-11-11	4
lower__20201116_160006_65_2257_3B_AnalyticMS_SR_8b_clip	lower	2020-11-16	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201116_160006_65_2257_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	2	2020-11-11	5
lower__20201117_160017_63_2304_3B_AnalyticMS_SR_8b_clip	lower	2020-11-17	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201117_160017_63_2304_3B_AnalyticMS_SR_8b_clip.tif	no_overlap	1	pm5	1	2020-11-21	4
lower__20201117_160534_86_2280_3B_AnalyticMS_SR_8b_clip	lower	2020-11-17	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201117_160534_86_2280_3B_AnalyticMS_SR_8b_clip.tif	planet_read_error	1	pm5	1	2020-11-21	4
lower__20201117_160613_95_2235_3B_AnalyticMS_SR_8b_clip	lower	2020-11-17	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201117_160613_95_2235_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	3	2020-11-19	2
lower__20201118_164623_53_2408_3B_AnalyticMS_SR_8b_clip	lower	2020-11-18	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201118_164623_53_2408_3B_AnalyticMS_SR_8b_clip.tif	no_overlap	1	pm5	1	2020-11-21	3
lower__20201118_165946_16_240f_3B_AnalyticMS_SR_8b_clip	lower	2020-11-18	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201118_165946_16_240f_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	2	2020-11-19	1
lower__20201119_164742_84_240a_3B_AnalyticMS_SR_8b_clip	lower	2020-11-19	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201119_164742_84_240a_3B_AnalyticMS_SR_8b_clip.tif	planet_read_error	1	pm5	1	2020-11-21	2
lower__20201119_165045_34_227b_3B_AnalyticMS_SR_8b_clip	lower	2020-11-19	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201119_165045_34_227b_3B_AnalyticMS_SR_8b_clip.tif	no_overlap	1	pm5	1	2020-11-21	2
lower__20201119_165828_68_227a_3B_AnalyticMS_SR_8b_clip	lower	2020-11-19	2020-11	/scrfs/storage/thanyu/home/data/analytic_8b_sr_udm2/Lower/2020_11_cc31b59f-00b7-4460-b59c-69397cbac98c/cc31b59f-00b7-4460-b59c-69397cbac98c/PSScene/20201119_165828_68_227a_3B_AnalyticMS_SR_8b_clip.tif	empty_patch	1	pm5	2	2020-11-19	0
